10381686,,,
10382133,,,
10382598,,,
10383045,,,
10383045,,,
10383118,,,
10383251,,,
10383754,27,38.8087983,-104.732524
10383754,52,1.6239209,103.6710675
10383754,52,1.5675247,103.7786344
10383754,,,
10383754,48,1.630472,103.6521068
10383754,51,1.4401573,103.841009
10383754,52,1.5141685,103.7310074
10383754,52,1.6388737,103.6680701
10383754,,,
10383754,21,2.0684374,102.5506758
10383754,26,45.524844,-122.426508
10383754,52,1.8536162,102.9935103
10383754,52,1.561923,103.71425
10383754,,,
10383754,,,
10384914,,,
10385434,,,
10385780,,,
10386227,,,
10386661,,,
10386998,,,
10387528,,,
10388187,,,
10388271,,,
10388879,,,
10389449,,,
10389871,,,
10390336,,,
10390782,,,
10391366,,,
10391913,,,
10392488,,,
10393470,,,
10393649,,,
10393811,,,
10394233,,,
10394349,,,
10394786,,,
10395199,48,33.8955882,-84.4868595
10395199,52,37.3445951,-79.4949406
10395199,47,35.1399522,-80.9231067
10395199,52,35.9210833,-78.8722869
10395199,52,34.9075218,-81.8654809
10395199,41,40.217644,-75.556267
10395199,52,36.1787281,-86.4660049
10395199,,,
10395199,47,40.0627249,-75.4698836
10395199,52,33.3693628,-82.0149291
10395199,42,39.71118226,-75.61339237
10395199,48,39.988023,-75.415359
10395199,26,39.1478038,-76.7990776
10395199,52,38.914078,-77.228425
10395199,46,39.9910042,-75.7656744
10395199,52,35.8933357,-78.7970943
10395199,9,36.0377769,-80.3189596
10395199,52,37.3724027,-79.1624372
10395199,36,39.7350211,-75.6885792
10395199,52,39.6067789,-75.8332718
10395199,52,35.1668014,-80.9449462
10395199,52,39.0215759,-77.4295102
10395199,32,23.020673,113.751799
10395199,52,35.896825,-86.8711469
10395199,13,39.0168119,-78.2937154
10395199,42,35.5538573,-82.6245215
10395199,52,33.125993,-96.148432
10395199,52,35.3099159,-80.7834398
10395199,52,39.5128692,-77.9528058
10395199,52,39.9525839,-75.1652215
10395199,46,40.0441605,-75.5280339
10395199,,,
10395199,,,
