1000,43136,In_transit,40.2608574,23.2215193,16
1001,28139,In_transit,50.2671255,12.8970938,13
1004,42245,In_transit,12.9549865,-5.7563151,24
1005,49180,In_transit,38.8087983,-104.732524,22
1006,35269,Out_for_delivery,30.745232,110.770017,13
1007,45396,Order_confirmed,-6.9924,113.3859,15
1008,27769,In_transit,23.7247599,108.8076195,25
1010,21554,Out_for_delivery,42.0963895,19.1359789,3
1011,24683,Out_for_delivery,37.6883607,22.7120308,14
1012,47362,Order_confirmed,-6.9828037,109.5568089,20
1013,49262,Order_confirmed,11.03333,27.73333,23
1015,25388,Shipped,51.6818091,14.874997,16
1016,48426,Order_confirmed,40.0383706,44.5657164,4
1018,49244,In_transit,14.9618641,-90.4870393,11
1020,26270,Delivered,39.982718,117.078294,14
1021,31371,Delivered,6.6103028,-73.8889499,21
1022,30887,Delivered,6.064944,-8.1393179,13
1023,25135,Out_for_delivery,22.656408,114.019351,22
1024,34091,Shipped,1.6239209,103.6710675,17
1824,49266,Order_confirmed,26.05045,118.775821,11
1725,30716,In_transit,38.950239,117.406384,8
1025,36431,Shipped,30.1185635,-95.3730176,22
1026,41749,Delivered,48.830394,2.2372823,25
1726,29411,Out_for_delivery,50.2577508,58.432675,2
1027,33262,In_transit,38.4507739,140.3089223,5
1028,49382,Shipped,33.83003,69.9192,24
1029,41447,Shipped,38.7865307,-9.3643528,19
1033,40418,In_transit,25.710538,116.754472,14
1034,33667,Delivered,17.2660394,120.4194593,25
1134,46693,Delivered,14.2261156,-5.9753267,11
1036,24412,In_transit,25.0230538,102.7184597,15
1038,39179,Order_confirmed,-8.47822,115.245682,16
1238,48564,Delivered,43.7441795,2.511999,25
1039,31602,In_transit,1.5675247,103.7786344,8
1041,44764,Order_confirmed,15.4726227,-86.2945627,20
1042,32258,In_transit,1.630472,103.6521068,24
1843,46461,In_transit,0.93669,100.663597,21
1650,43071,Out_for_delivery,48.8117212,29.9738949,5
1997,20213,Out_for_delivery,17.3026058,-62.7176924,23
